,Data type,Cancer group/site,Year,Sex,State or Territory,Count,"Age-standardised rate
2001 Australian Standard Population 
(per 100,000)","Age-standardised rate
2023 Australian population 
(per 100,000)",,ICD-10 codes
37505,Incidence,Melanoma of the skin,2004,Persons,Victoria,1970,38.5,45.4, ,C43
37506,Incidence,Melanoma of the skin,2004,Persons,Queensland,2373,62.2,72.8, ,C43
37507,Incidence,Melanoma of the skin,2004,Persons,Western Australia,995,50.9,60.2, ,C43
37508,Incidence,Melanoma of the skin,2004,Persons,South Australia,675,39.9,46.5, ,C43
37509,Incidence,Melanoma of the skin,2004,Persons,Tasmania,217,41.8,48.1, ,C43
37510,Incidence,Melanoma of the skin,2004,Persons,Australian Capital Territory,113,39.5,46, ,C43
37511,Incidence,Melanoma of the skin,2004,Persons,Northern Territory,50,30.9,33.7, ,C43
37512,Incidence,Melanoma of the skin,2004,Persons,Australia,9876,48.2,56.7, ,C43
37513,Incidence,Melanoma of the skin,2005,Males,New South Wales,2057,62.5,76.8, ,C43
37514,Incidence,Melanoma of the skin,2005,Males,Victoria,1229,50.2,60.2, ,C43
37515,Incidence,Melanoma of the skin,2005,Males,Queensland,1580,84.4,102, ,C43
37516,Incidence,Melanoma of the skin,2005,Males,Western Australia,598,62.7,76.3, ,C43
37517,Incidence,Melanoma of the skin,2005,Males,South Australia,399,49.3,60.7, ,C43
37518,Incidence,Melanoma of the skin,2005,Males,Tasmania,148,59,68.3, ,C43
37519,Incidence,Melanoma of the skin,2005,Males,Australian Capital Territory,69,51.5,62.2, ,C43
37520,Incidence,Melanoma of the skin,2005,Males,Northern Territory,29,38.2,44.1, ,C43
37521,Incidence,Melanoma of the skin,2005,Males,Australia,6139,62.4,75.8, ,C43
37522,Incidence,Melanoma of the skin,2005,Females,New South Wales,1506,41.1,47.7, ,C43
37523,Incidence,Melanoma of the skin,2005,Females,Victoria,1082,39.7,45.1, ,C43
37524,Incidence,Melanoma of the skin,2005,Females,Queensland,1130,56,63.6, ,C43
37525,Incidence,Melanoma of the skin,2005,Females,Western Australia,407,39.5,45.4, ,C43
37526,Incidence,Melanoma of the skin,2005,Females,South Australia,328,37.2,42.5, ,C43
37527,Incidence,Melanoma of the skin,2005,Females,Tasmania,136,50.7,55.5, ,C43
37528,Incidence,Melanoma of the skin,2005,Females,Australian Capital Territory,61,39,44, ,C43
37529,Incidence,Melanoma of the skin,2005,Females,Northern Territory,20,24.9,26.6, ,C43
37530,Incidence,Melanoma of the skin,2005,Females,Australia,4689,43.4,49.6, ,C43
37531,Incidence,Melanoma of the skin,2005,Persons,New South Wales,3563,50.5,60.3, ,C43
37532,Incidence,Melanoma of the skin,2005,Persons,Victoria,2311,44.2,51.7, ,C43
37533,Incidence,Melanoma of the skin,2005,Persons,Queensland,2710,69.1,81, ,C43
37534,Incidence,Melanoma of the skin,2005,Persons,Western Australia,1005,50.4,59.8, ,C43
37535,Incidence,Melanoma of the skin,2005,Persons,South Australia,727,42.2,50, ,C43
37536,Incidence,Melanoma of the skin,2005,Persons,Tasmania,284,54.1,60.7, ,C43
37537,Incidence,Melanoma of the skin,2005,Persons,Australian Capital Territory,130,44.4,51.9, ,C43
37538,Incidence,Melanoma of the skin,2005,Persons,Northern Territory,49,32.1,36, ,C43
37539,Incidence,Melanoma of the skin,2005,Persons,Australia,10828,51.8,61.1, ,C43
37540,Incidence,Melanoma of the skin,2006,Males,New South Wales,2180,65.1,80, ,C43
37541,Incidence,Melanoma of the skin,2006,Males,Victoria,1220,49.1,60.3, ,C43
37542,Incidence,Melanoma of the skin,2006,Males,Queensland,1488,77.4,93.7, ,C43
37543,Incidence,Melanoma of the skin,2006,Males,Western Australia,635,64.1,78.2, ,C43
37544,Incidence,Melanoma of the skin,2006,Males,South Australia,360,43.9,52.3, ,C43
37545,Incidence,Melanoma of the skin,2006,Males,Tasmania,127,49.8,58.7, ,C43
37546,Incidence,Melanoma of the skin,2006,Males,Australian Capital Territory,73,53.6,65.1, ,C43
37547,Incidence,Melanoma of the skin,2006,Males,Northern Territory,29,35.4,40.1, ,C43
37548,Incidence,Melanoma of the skin,2006,Males,Australia,6105,60.8,74.1, ,C43
37549,Incidence,Melanoma of the skin,2006,Females,New South Wales,1397,37.7,43.6, ,C43
37550,Incidence,Melanoma of the skin,2006,Females,Victoria,974,34.7,40.4, ,C43
37551,Incidence,Melanoma of the skin,2006,Females,Queensland,1027,49.3,56.2, ,C43
37552,Incidence,Melanoma of the skin,2006,Females,Western Australia,458,43.6,50, ,C43
37553,Incidence,Melanoma of the skin,2006,Females,South Australia,265,29.9,34.1, ,C43
37554,Incidence,Melanoma of the skin,2006,Females,Tasmania,124,45,50, ,C43
37555,Incidence,Melanoma of the skin,2006,Females,Australian Capital Territory,61,37.8,42.7, ,C43
37556,Incidence,Melanoma of the skin,2006,Females,Northern Territory,19,24,25.9, ,C43
37557,Incidence,Melanoma of the skin,2006,Females,Australia,4327,39.1,45, ,C43
37558,Incidence,Melanoma of the skin,2006,Persons,New South Wales,3577,50.1,60, ,C43
37559,Incidence,Melanoma of the skin,2006,Persons,Victoria,2194,41,49, ,C43
37560,Incidence,Melanoma of the skin,2006,Persons,Queensland,2515,62.3,73.4, ,C43
37561,Incidence,Melanoma of the skin,2006,Persons,Western Australia,1093,53.2,63.2, ,C43
37562,Incidence,Melanoma of the skin,2006,Persons,South Australia,625,36.2,42.3, ,C43
37563,Incidence,Melanoma of the skin,2006,Persons,Tasmania,251,47.3,54.3, ,C43
37564,Incidence,Melanoma of the skin,2006,Persons,Australian Capital Territory,133,44.8,52.5, ,C43
37565,Incidence,Melanoma of the skin,2006,Persons,Northern Territory,48,30.1,33.4, ,C43
37566,Incidence,Melanoma of the skin,2006,Persons,Australia,10432,49,58.1, ,C43
37567,Incidence,Melanoma of the skin,2007,Males,New South Wales,2127,61.8,76.7, ,C43
37568,Incidence,Melanoma of the skin,2007,Males,Victoria,1188,46.3,56.6, ,C43
37569,Incidence,Melanoma of the skin,2007,Males,Queensland,1592,79.5,96.7, ,C43
37570,Incidence,Melanoma of the skin,2007,Males,Western Australia,576,56.5,68.1, ,C43
37571,Incidence,Melanoma of the skin,2007,Males,South Australia,342,40.5,49.2, ,C43
37572,Incidence,Melanoma of the skin,2007,Males,Tasmania,127,48,60.5, ,C43
37573,Incidence,Melanoma of the skin,2007,Males,Australian Capital Territory,72,52.8,64.5, ,C43
37574,Incidence,Melanoma of the skin,2007,Males,Northern Territory,30,35.8,40.7, ,C43
37575,Incidence,Melanoma of the skin,2007,Males,Australia,6037,58.3,71.5, ,C43
37576,Incidence,Melanoma of the skin,2007,Females,New South Wales,1420,37.5,43.2, ,C43
37577,Incidence,Melanoma of the skin,2007,Females,Victoria,986,34.6,39.7, ,C43
37578,Incidence,Melanoma of the skin,2007,Females,Queensland,1127,52.8,59.6, ,C43
37579,Incidence,Melanoma of the skin,2007,Females,Western Australia,411,38,44.2, ,C43
37580,Incidence,Melanoma of the skin,2007,Females,South Australia,280,30.7,34.4, ,C43
37581,Incidence,Melanoma of the skin,2007,Females,Tasmania,110,38.3,42.8, ,C43
37582,Incidence,Melanoma of the skin,2007,Females,Australian Capital Territory,59,36,40.6, ,C43
37583,Incidence,Melanoma of the skin,2007,Females,Northern Territory,20,24.6,26.5, ,C43
37584,Incidence,Melanoma of the skin,2007,Females,Australia,4403,39,44.5, ,C43
37585,Incidence,Melanoma of the skin,2007,Persons,New South Wales,3547,48.4,58.1, ,C43
37586,Incidence,Melanoma of the skin,2007,Persons,Victoria,2174,39.8,47.2, ,C43
37587,Incidence,Melanoma of the skin,2007,Persons,Queensland,2719,65.2,76.7, ,C43
37588,Incidence,Melanoma of the skin,2007,Persons,Western Australia,987,46.6,55.2, ,C43
37589,Incidence,Melanoma of the skin,2007,Persons,South Australia,622,34.8,40.6, ,C43
37590,Incidence,Melanoma of the skin,2007,Persons,Tasmania,237,41.9,49.7, ,C43
37591,Incidence,Melanoma of the skin,2007,Persons,Australian Capital Territory,131,43.3,51, ,C43
37592,Incidence,Melanoma of the skin,2007,Persons,Northern Territory,50,30.6,34.1, ,C43
37593,Incidence,Melanoma of the skin,2007,Persons,Australia,10440,47.7,56.6, ,C43
37594,Incidence,Melanoma of the skin,2008,Males,New South Wales,2154,61,75.1, ,C43
37595,Incidence,Melanoma of the skin,2008,Males,Victoria,1247,47.6,58.6, ,C43
37596,Incidence,Melanoma of the skin,2008,Males,Queensland,1773,86.3,104.1, ,C43
37597,Incidence,Melanoma of the skin,2008,Males,Western Australia,661,63.7,78.2, ,C43
37598,Incidence,Melanoma of the skin,2008,Males,South Australia,413,48.1,59.2, ,C43
37599,Incidence,Melanoma of the skin,2008,Males,Tasmania,163,59.7,71, ,C43
37600,Incidence,Melanoma of the skin,2008,Males,Australian Capital Territory,76,54.3,66.2, ,C43
37601,Incidence,Melanoma of the skin,2008,Males,Northern Territory,29,35.5,41.4, ,C43
37602,Incidence,Melanoma of the skin,2008,Males,Australia,6528,61.6,75.3, ,C43
37603,Incidence,Melanoma of the skin,2008,Females,New South Wales,1489,38.3,44.9, ,C43
37604,Incidence,Melanoma of the skin,2008,Females,Victoria,981,33.9,38.5, ,C43
37605,Incidence,Melanoma of the skin,2008,Females,Queensland,1196,54.7,61.5, ,C43
37606,Incidence,Melanoma of the skin,2008,Females,Western Australia,425,37.9,44.3, ,C43
37607,Incidence,Melanoma of the skin,2008,Females,South Australia,325,34.2,39.3, ,C43
37608,Incidence,Melanoma of the skin,2008,Females,Tasmania,114,41.1,45.7, ,C43
37609,Incidence,Melanoma of the skin,2008,Females,Australian Capital Territory,62,37.4,42, ,C43
37610,Incidence,Melanoma of the skin,2008,Females,Northern Territory,20,25.5,28.4, ,C43
37611,Incidence,Melanoma of the skin,2008,Females,Australia,4608,39.9,45.7, ,C43
37612,Incidence,Melanoma of the skin,2008,Persons,New South Wales,3643,48.5,58.3, ,C43
37613,Incidence,Melanoma of the skin,2008,Persons,Victoria,2228,39.9,47.2, ,C43
37614,Incidence,Melanoma of the skin,2008,Persons,Queensland,2969,69.3,81.1, ,C43
37615,Incidence,Melanoma of the skin,2008,Persons,Western Australia,1086,49.8,59.6, ,C43
37616,Incidence,Melanoma of the skin,2008,Persons,South Australia,738,40.1,47.8, ,C43
37617,Incidence,Melanoma of the skin,2008,Persons,Tasmania,277,49.3,56.6, ,C43
37618,Incidence,Melanoma of the skin,2008,Persons,Australian Capital Territory,139,44.7,52.5, ,C43
37619,Incidence,Melanoma of the skin,2008,Persons,Northern Territory,49,30.9,35.4, ,C43
37620,Incidence,Melanoma of the skin,2008,Persons,Australia,11136,49.6,58.9, ,C43
37621,Incidence,Melanoma of the skin,2009,Males,New South Wales,2190,60.5,74.6, ,C43
37622,Incidence,Melanoma of the skin,2009,Males,Victoria,1333,49.8,61.1, ,C43
37623,Incidence,Melanoma of the skin,2009,Males,Queensland,1786,84.7,102.9, ,C43
37624,Incidence,Melanoma of the skin,2009,Males,Western Australia,640,59.4,73.6, ,C43
37625,Incidence,Melanoma of the skin,2009,Males,South Australia,381,44.2,53.3, ,C43
37626,Incidence,Melanoma of the skin,2009,Males,Tasmania,160,57.9,68.3, ,C43
37627,Incidence,Melanoma of the skin,2009,Males,Australian Capital Territory,77,53.6,65.6, ,C43
37628,Incidence,Melanoma of the skin,2009,Males,Northern Territory,30,36.3,43, ,C43
37629,Incidence,Melanoma of the skin,2009,Males,Australia,6602,60.8,74.4, ,C43
37630,Incidence,Melanoma of the skin,2009,Females,New South Wales,1534,38.7,45.1, ,C43
37631,Incidence,Melanoma of the skin,2009,Females,Victoria,1047,34.9,40.7, ,C43
37632,Incidence,Melanoma of the skin,2009,Females,Queensland,1267,56.6,64.4, ,C43
37633,Incidence,Melanoma of the skin,2009,Females,Western Australia,399,34.4,39.4, ,C43
37634,Incidence,Melanoma of the skin,2009,Females,South Australia,289,29.7,34.8, ,C43
37635,Incidence,Melanoma of the skin,2009,Females,Tasmania,115,39.3,43.8, ,C43
37636,Incidence,Melanoma of the skin,2009,Females,Australian Capital Territory,57,33.7,37.9, ,C43
37637,Incidence,Melanoma of the skin,2009,Females,Northern Territory,20,27.3,31.8, ,C43
37638,Incidence,Melanoma of the skin,2009,Females,Australia,4710,39.8,45.9, ,C43
37639,Incidence,Melanoma of the skin,2009,Persons,New South Wales,3724,48.6,58.5, ,C43
37640,Incidence,Melanoma of the skin,2009,Persons,Victoria,2380,41.5,49.6, ,C43
37641,Incidence,Melanoma of the skin,2009,Persons,Queensland,3053,69.6,82, ,C43
37642,Incidence,Melanoma of the skin,2009,Persons,Western Australia,1039,46.1,55.4, ,C43
37643,Incidence,Melanoma of the skin,2009,Persons,South Australia,670,36.3,43.1, ,C43
37644,Incidence,Melanoma of the skin,2009,Persons,Tasmania,275,47.9,55.2, ,C43
37645,Incidence,Melanoma of the skin,2009,Persons,Australian Capital Territory,135,42.3,49.8, ,C43
37646,Incidence,Melanoma of the skin,2009,Persons,Northern Territory,50,32.3,38.1, ,C43
37647,Incidence,Melanoma of the skin,2009,Persons,Australia,11312,49.3,58.8, ,C43
37648,Incidence,Melanoma of the skin,2010,Males,New South Wales,2335,63.1,78.5, ,C43
37649,Incidence,Melanoma of the skin,2010,Males,Victoria,1304,47.1,58, ,C43
37650,Incidence,Melanoma of the skin,2010,Males,Queensland,1847,85.3,104.4, ,C43
37651,Incidence,Melanoma of the skin,2010,Males,Western Australia,650,59.1,73.3, ,C43
37652,Incidence,Melanoma of the skin,2010,Males,South Australia,386,43.4,52.3, ,C43
37653,Incidence,Melanoma of the skin,2010,Males,Tasmania,158,54.8,66.7, ,C43
37654,Incidence,Melanoma of the skin,2010,Males,Australian Capital Territory,74,50.7,62.6, ,C43
37655,Incidence,Melanoma of the skin,2010,Males,Northern Territory,32,39.3,46.8, ,C43
37656,Incidence,Melanoma of the skin,2010,Males,Australia,6804,61,75.2, ,C43
37657,Incidence,Melanoma of the skin,2010,Females,New South Wales,1563,38.5,45.3, ,C43
37658,Incidence,Melanoma of the skin,2010,Females,Victoria,972,31.8,37, ,C43
37659,Incidence,Melanoma of the skin,2010,Females,Queensland,1270,54.6,62.7, ,C43
37660,Incidence,Melanoma of the skin,2010,Females,Western Australia,389,32.6,38, ,C43
37661,Incidence,Melanoma of the skin,2010,Females,South Australia,313,31.6,36.9, ,C43
37662,Incidence,Melanoma of the skin,2010,Females,Tasmania,134,45,50.3, ,C43
37663,Incidence,Melanoma of the skin,2010,Females,Australian Capital Territory,50,28.6,32.5, ,C43
37664,Incidence,Melanoma of the skin,2010,Females,Northern Territory,21,26.3,30.1, ,C43
37665,Incidence,Melanoma of the skin,2010,Females,Australia,4709,38.7,45, ,C43
37666,Incidence,Melanoma of the skin,2010,Persons,New South Wales,3898,49.7,60.2, ,C43
37667,Incidence,Melanoma of the skin,2010,Persons,Victoria,2276,38.7,46.4, ,C43
37668,Incidence,Melanoma of the skin,2010,Persons,Queensland,3117,68.9,81.9, ,C43
37669,Incidence,Melanoma of the skin,2010,Persons,Western Australia,1039,44.8,54.1, ,C43
37670,Incidence,Melanoma of the skin,2010,Persons,South Australia,699,36.8,43.6, ,C43
37671,Incidence,Melanoma of the skin,2010,Persons,Tasmania,292,49.4,57.7, ,C43
37672,Incidence,Melanoma of the skin,2010,Persons,Australian Capital Territory,124,38.4,45.8, ,C43
37673,Incidence,Melanoma of the skin,2010,Persons,Northern Territory,53,33.1,38.8, ,C43
37674,Incidence,Melanoma of the skin,2010,Persons,Australia,11513,48.9,58.6, ,C43
37675,Incidence,Melanoma of the skin,2011,Males,New South Wales,2398,62.6,78.3, ,C43
37676,Incidence,Melanoma of the skin,2011,Males,Victoria,1172,41,50.1, ,C43
37677,Incidence,Melanoma of the skin,2011,Males,Queensland,1925,85.6,104.4, ,C43
37678,Incidence,Melanoma of the skin,2011,Males,Western Australia,667,58.6,72.7, ,C43
37679,Incidence,Melanoma of the skin,2011,Males,South Australia,404,43.7,53.9, ,C43
37680,Incidence,Melanoma of the skin,2011,Males,Tasmania,132,45,54.7, ,C43
37681,Incidence,Melanoma of the skin,2011,Males,Australian Capital Territory,76,50.6,62.6, ,C43
37682,Incidence,Melanoma of the skin,2011,Males,Northern Territory,33,41.3,49.7, ,C43
37683,Incidence,Melanoma of the skin,2011,Males,Australia,6803,59,72.7, ,C43
37684,Incidence,Melanoma of the skin,2011,Females,New South Wales,1616,39.2,46.4, ,C43
37685,Incidence,Melanoma of the skin,2011,Females,Victoria,900,28.6,33.5, ,C43
37686,Incidence,Melanoma of the skin,2011,Females,Queensland,1381,58.2,66.5, ,C43
37687,Incidence,Melanoma of the skin,2011,Females,Western Australia,449,36.2,42.4, ,C43
37688,Incidence,Melanoma of the skin,2011,Females,South Australia,290,28.7,33.8, ,C43
37689,Incidence,Melanoma of the skin,2011,Females,Tasmania,129,43.2,49.2, ,C43
37690,Incidence,Melanoma of the skin,2011,Females,Australian Capital Territory,48,26.9,30.8, ,C43
37691,Incidence,Melanoma of the skin,2011,Females,Northern Territory,22,26.9,31.2, ,C43
37692,Incidence,Melanoma of the skin,2011,Females,Australia,4842,39,45.4, ,C43
37693,Incidence,Melanoma of the skin,2011,Persons,New South Wales,4014,49.8,60.6, ,C43
37694,Incidence,Melanoma of the skin,2011,Persons,Victoria,2072,34.3,41.1, ,C43
37695,Incidence,Melanoma of the skin,2011,Persons,Queensland,3306,71.1,84.2, ,C43
37696,Incidence,Melanoma of the skin,2011,Persons,Western Australia,1116,46.5,56.2, ,C43
37697,Incidence,Melanoma of the skin,2011,Persons,South Australia,694,35.7,43, ,C43
37698,Incidence,Melanoma of the skin,2011,Persons,Tasmania,261,43.5,51.1, ,C43
37699,Incidence,Melanoma of the skin,2011,Persons,Australian Capital Territory,124,37.5,44.9, ,C43
37700,Incidence,Melanoma of the skin,2011,Persons,Northern Territory,55,34.5,41, ,C43
37701,Incidence,Melanoma of the skin,2011,Persons,Australia,11645,48.1,57.8, ,C43
37702,Incidence,Melanoma of the skin,2012,Males,New South Wales,2489,63.8,79.4, ,C43
37703,Incidence,Melanoma of the skin,2012,Males,Victoria,1291,44.2,54.4, ,C43
37704,Incidence,Melanoma of the skin,2012,Males,Queensland,2017,87.9,107.2, ,C43
37705,Incidence,Melanoma of the skin,2012,Males,Western Australia,696,58.9,73.7, ,C43
37706,Incidence,Melanoma of the skin,2012,Males,South Australia,394,41.8,51.9, ,C43
37707,Incidence,Melanoma of the skin,2012,Males,Tasmania,146,48.8,57.7, ,C43
37708,Incidence,Melanoma of the skin,2012,Males,Australian Capital Territory,79,51.2,64.1, ,C43
37709,Incidence,Melanoma of the skin,2012,Males,Northern Territory,37,46.4,56.5, ,C43
37710,Incidence,Melanoma of the skin,2012,Males,Australia,7156,60.7,74.9, ,C43
37711,Incidence,Melanoma of the skin,2012,Females,New South Wales,1699,40.4,47.2, ,C43
37712,Incidence,Melanoma of the skin,2012,Females,Victoria,987,30.7,35.7, ,C43
37713,Incidence,Melanoma of the skin,2012,Females,Queensland,1428,58.3,67.5, ,C43
37714,Incidence,Melanoma of the skin,2012,Females,Western Australia,453,35.8,41.3, ,C43
37715,Incidence,Melanoma of the skin,2012,Females,South Australia,305,30.3,35.4, ,C43
37716,Incidence,Melanoma of the skin,2012,Females,Tasmania,109,34,40.2, ,C43
37717,Incidence,Melanoma of the skin,2012,Females,Australian Capital Territory,54,29.2,33.5, ,C43
37718,Incidence,Melanoma of the skin,2012,Females,Northern Territory,23,28.7,34.2, ,C43
37719,Incidence,Melanoma of the skin,2012,Females,Australia,5083,39.9,46.5, ,C43
37720,Incidence,Melanoma of the skin,2012,Persons,New South Wales,4188,51.1,61.8, ,C43
37721,Incidence,Melanoma of the skin,2012,Persons,Victoria,2278,36.8,44.1, ,C43
37722,Incidence,Melanoma of the skin,2012,Persons,Queensland,3445,72.2,86, ,C43
37723,Incidence,Melanoma of the skin,2012,Persons,Western Australia,1149,46.5,56.3, ,C43
37724,Incidence,Melanoma of the skin,2012,Persons,South Australia,699,35.5,42.8, ,C43
37725,Incidence,Melanoma of the skin,2012,Persons,Tasmania,255,41.3,48.8, ,C43
37726,Incidence,Melanoma of the skin,2012,Persons,Australian Capital Territory,132,38.9,47, ,C43
37727,Incidence,Melanoma of the skin,2012,Persons,Northern Territory,60,38.3,46.4, ,C43
37728,Incidence,Melanoma of the skin,2012,Persons,Australia,12239,49.5,59.4, ,C43
37729,Incidence,Melanoma of the skin,2013,Males,New South Wales,2540,63.7,79.3, ,C43
37730,Incidence,Melanoma of the skin,2013,Males,Victoria,1329,44.2,55.1, ,C43
37731,Incidence,Melanoma of the skin,2013,Males,Queensland,2168,91.1,112.1, ,C43
37732,Incidence,Melanoma of the skin,2013,Males,Western Australia,785,65.2,80.7, ,C43
37733,Incidence,Melanoma of the skin,2013,Males,South Australia,438,45.7,57.2, ,C43
37734,Incidence,Melanoma of the skin,2013,Males,Tasmania,138,45.7,55.7, ,C43
37735,Incidence,Melanoma of the skin,2013,Males,Australian Capital Territory,81,50.4,63.3, ,C43
37736,Incidence,Melanoma of the skin,2013,Males,Northern Territory,39,46.9,58.1, ,C43
37737,Incidence,Melanoma of the skin,2013,Males,Australia,7533,62.2,77.2, ,C43
37738,Incidence,Melanoma of the skin,2013,Females,New South Wales,1767,41,48.2, ,C43
37739,Incidence,Melanoma of the skin,2013,Females,Victoria,1000,30.1,35.5, ,C43
37740,Incidence,Melanoma of the skin,2013,Females,Queensland,1528,61.7,69.9, ,C43
37741,Incidence,Melanoma of the skin,2013,Females,Western Australia,535,41.3,49.2, ,C43
37742,Incidence,Melanoma of the skin,2013,Females,South Australia,286,28,32.2, ,C43
37743,Incidence,Melanoma of the skin,2013,Females,Tasmania,136,43.5,49.8, ,C43
37744,Incidence,Melanoma of the skin,2013,Females,Australian Capital Territory,54,29,34, ,C43
37745,Incidence,Melanoma of the skin,2013,Females,Northern Territory,24,29.3,35.4, ,C43
37746,Incidence,Melanoma of the skin,2013,Females,Australia,5340,41.1,47.8, ,C43
37747,Incidence,Melanoma of the skin,2013,Persons,New South Wales,4307,51.5,62.4, ,C43
37748,Incidence,Melanoma of the skin,2013,Persons,Victoria,2329,36.5,44.3, ,C43
37749,Incidence,Melanoma of the skin,2013,Persons,Queensland,3696,75.5,89.8, ,C43
37750,Incidence,Melanoma of the skin,2013,Persons,Western Australia,1320,52.4,63.6, ,C43
37751,Incidence,Melanoma of the skin,2013,Persons,South Australia,724,36,43.3, ,C43
37752,Incidence,Melanoma of the skin,2013,Persons,Tasmania,274,44,51.9, ,C43
37753,Incidence,Melanoma of the skin,2013,Persons,Australian Capital Territory,135,38.6,47, ,C43
37754,Incidence,Melanoma of the skin,2013,Persons,Northern Territory,63,38.8,47.7, ,C43
37755,Incidence,Melanoma of the skin,2013,Persons,Australia,12873,50.8,61.3, ,C43
37756,Incidence,Melanoma of the skin,2014,Males,New South Wales,2558,63.2,78.4, ,C43
37757,Incidence,Melanoma of the skin,2014,Males,Victoria,1401,45.4,56.3, ,C43
37758,Incidence,Melanoma of the skin,2014,Males,Queensland,2205,90.6,111.9, ,C43
37759,Incidence,Melanoma of the skin,2014,Males,Western Australia,774,61.9,77.2, ,C43
37760,Incidence,Melanoma of the skin,2014,Males,South Australia,482,49.6,61.4, ,C43
37761,Incidence,Melanoma of the skin,2014,Males,Tasmania,163,51.2,63.7, ,C43
37762,Incidence,Melanoma of the skin,2014,Males,Australian Capital Territory,81,49.8,62.9, ,C43
37763,Incidence,Melanoma of the skin,2014,Males,Northern Territory,43,52.1,65.4, ,C43
37764,Incidence,Melanoma of the skin,2014,Males,Australia,7718,62.3,77.3, ,C43
37765,Incidence,Melanoma of the skin,2014,Females,New South Wales,1797,41.1,48.2, ,C43
37766,Incidence,Melanoma of the skin,2014,Females,Victoria,1064,31.5,36.9, ,C43
37767,Incidence,Melanoma of the skin,2014,Females,Queensland,1505,59.1,67.8, ,C43
37768,Incidence,Melanoma of the skin,2014,Females,Western Australia,532,40.3,47, ,C43
37769,Incidence,Melanoma of the skin,2014,Females,South Australia,313,30.1,35.2, ,C43
37770,Incidence,Melanoma of the skin,2014,Females,Tasmania,169,51.3,60.4, ,C43
37771,Incidence,Melanoma of the skin,2014,Females,Australian Capital Territory,63,33,38.8, ,C43
37772,Incidence,Melanoma of the skin,2014,Females,Northern Territory,25,28.1,33.1, ,C43
37773,Incidence,Melanoma of the skin,2014,Females,Australia,5486,41.4,48.2, ,C43
37774,Incidence,Melanoma of the skin,2014,Persons,New South Wales,4355,51.2,61.9, ,C43
37775,Incidence,Melanoma of the skin,2014,Persons,Victoria,2465,37.8,45.6, ,C43
37776,Incidence,Melanoma of the skin,2014,Persons,Queensland,3710,73.7,88.2, ,C43
37777,Incidence,Melanoma of the skin,2014,Persons,Western Australia,1306,50.3,60.9, ,C43
37778,Incidence,Melanoma of the skin,2014,Persons,South Australia,795,39,47, ,C43
37779,Incidence,Melanoma of the skin,2014,Persons,Tasmania,332,51,61.6, ,C43
37780,Incidence,Melanoma of the skin,2014,Persons,Australian Capital Territory,144,40.3,49.3, ,C43
37781,Incidence,Melanoma of the skin,2014,Persons,Northern Territory,68,40.7,50.1, ,C43
37782,Incidence,Melanoma of the skin,2014,Persons,Australia,13204,51,61.4, ,C43
37783,Incidence,Melanoma of the skin,2015,Males,New South Wales,2581,61.7,77.3, ,C43
37784,Incidence,Melanoma of the skin,2015,Males,Victoria,1532,48.2,60.1, ,C43
37785,Incidence,Melanoma of the skin,2015,Males,Queensland,2195,88.2,107.5, ,C43
37786,Incidence,Melanoma of the skin,2015,Males,Western Australia,900,71.2,88.2, ,C43
37787,Incidence,Melanoma of the skin,2015,Males,South Australia,474,47.6,59, ,C43
37788,Incidence,Melanoma of the skin,2015,Males,Tasmania,166,52,64.6, ,C43
37789,Incidence,Melanoma of the skin,2015,Males,Australian Capital Territory,84,49.5,62.4, ,C43
37790,Incidence,Melanoma of the skin,2015,Males,Northern Territory,48,55.7,69.9, ,C43
37791,Incidence,Melanoma of the skin,2015,Males,Australia,8014,63.1,78.2, ,C43
37792,Incidence,Melanoma of the skin,2015,Females,New South Wales,1778,39.9,47.2, ,C43
37793,Incidence,Melanoma of the skin,2015,Females,Victoria,1161,33.7,39.4, ,C43
37794,Incidence,Melanoma of the skin,2015,Females,Queensland,1561,59.5,68.6, ,C43
37795,Incidence,Melanoma of the skin,2015,Females,Western Australia,670,49.3,58, ,C43
37796,Incidence,Melanoma of the skin,2015,Females,South Australia,295,27.4,32.3, ,C43
37797,Incidence,Melanoma of the skin,2015,Females,Tasmania,136,42.5,48.5, ,C43
37798,Incidence,Melanoma of the skin,2015,Females,Australian Capital Territory,70,35.8,42.4, ,C43
37799,Incidence,Melanoma of the skin,2015,Females,Northern Territory,27,31.2,37.6, ,C43
37800,Incidence,Melanoma of the skin,2015,Females,Australia,5711,42.2,49.3, ,C43
37801,Incidence,Melanoma of the skin,2015,Persons,New South Wales,4359,49.9,61, ,C43
37802,Incidence,Melanoma of the skin,2015,Persons,Victoria,2693,40.3,48.8, ,C43
37803,Incidence,Melanoma of the skin,2015,Persons,Queensland,3756,73,86.8, ,C43
37804,Incidence,Melanoma of the skin,2015,Persons,Western Australia,1570,59.5,72.1, ,C43
37805,Incidence,Melanoma of the skin,2015,Persons,South Australia,769,36.7,44.5, ,C43
37806,Incidence,Melanoma of the skin,2015,Persons,Tasmania,302,46.6,55.5, ,C43
37807,Incidence,Melanoma of the skin,2015,Persons,Australian Capital Territory,153,41.7,51, ,C43
37808,Incidence,Melanoma of the skin,2015,Persons,Northern Territory,75,44.2,54.8, ,C43
37809,Incidence,Melanoma of the skin,2015,Persons,Australia,13725,51.9,62.6, ,C43
37810,Incidence,Melanoma of the skin,2016,Males,New South Wales,2857,67.1,83.4, ,C43
